x-axis,MATH
Hertz,dBV
+81.800E+03,-56.76563E+00
+81.900E+03,-56.37500E+00
+82.000E+03,-56.17969E+00
+82.100E+03,-56.06250E+00
+82.200E+03,-56.06250E+00
+82.300E+03,-56.10156E+00
+82.400E+03,-56.10156E+00
+82.500E+03,-56.02344E+00
+82.600E+03,-55.94531E+00
+82.700E+03,-55.82813E+00
+82.800E+03,-55.67188E+00
+82.900E+03,-55.32031E+00
+83.000E+03,-54.92969E+00
+83.100E+03,-54.53906E+00
+83.200E+03,-54.14844E+00
+83.300E+03,-53.71875E+00
+83.400E+03,-53.44531E+00
+83.500E+03,-53.25000E+00
+83.600E+03,-53.09375E+00
+83.700E+03,-53.05469E+00
+83.800E+03,-53.05469E+00
+83.900E+03,-53.28906E+00
+84.000E+03,-53.52344E+00
+84.100E+03,-53.75781E+00
+84.200E+03,-53.95313E+00
+84.300E+03,-54.07031E+00
+84.400E+03,-53.95313E+00
+84.500E+03,-53.71875E+00
+84.600E+03,-53.40625E+00
+84.700E+03,-53.01563E+00
+84.800E+03,-52.42969E+00
+84.900E+03,-51.76563E+00
+85.000E+03,-51.10156E+00
+85.100E+03,-50.43750E+00
+85.200E+03,-49.81250E+00
+85.300E+03,-49.26563E+00
+85.400E+03,-48.91406E+00
+85.500E+03,-48.60156E+00
+85.600E+03,-48.40625E+00
+85.700E+03,-48.25000E+00
+85.800E+03,-48.17188E+00
+85.900E+03,-48.17188E+00
+86.000E+03,-48.21094E+00
+86.100E+03,-48.28906E+00
+86.200E+03,-48.44531E+00
+86.300E+03,-48.48438E+00
+86.400E+03,-48.64063E+00
+86.500E+03,-48.91406E+00
+86.600E+03,-49.30469E+00
+86.700E+03,-49.89063E+00
+86.800E+03,-51.53125E+00
+86.900E+03,-53.09375E+00
+87.000E+03,-54.57813E+00
+87.100E+03,-55.94531E+00
+87.200E+03,-57.07813E+00
+87.300E+03,-56.45313E+00
+87.400E+03,-55.75000E+00
+87.500E+03,-54.92969E+00
+87.600E+03,-54.07031E+00
+87.700E+03,-53.40625E+00
+87.800E+03,-53.99219E+00
+87.900E+03,-54.61719E+00
+88.000E+03,-55.24219E+00
+88.100E+03,-55.90625E+00
+88.200E+03,-56.25781E+00
+88.300E+03,-55.86719E+00
+88.400E+03,-55.35938E+00
+88.500E+03,-54.65625E+00
+88.600E+03,-53.83594E+00
+88.700E+03,-52.85938E+00
+88.800E+03,-51.92188E+00
+88.900E+03,-51.02344E+00
+89.000E+03,-50.16406E+00
+89.100E+03,-49.34375E+00
+89.200E+03,-48.79688E+00
+89.300E+03,-48.52344E+00
+89.400E+03,-48.28906E+00
+89.500E+03,-48.13281E+00
+89.600E+03,-48.05469E+00
+89.700E+03,-48.25000E+00
+89.800E+03,-48.36719E+00
+89.900E+03,-48.21094E+00
+90.000E+03,-47.85938E+00
+90.100E+03,-47.23438E+00
+90.200E+03,-45.12500E+00
+90.300E+03,-42.66406E+00
+90.400E+03,-40.16406E+00
+90.500E+03,-37.54688E+00
+90.600E+03,-34.85156E+00
+90.700E+03,-33.48438E+00
+90.800E+03,-32.31250E+00
+90.900E+03,-31.37500E+00
+91.000E+03,-30.63281E+00
+91.100E+03,-30.04688E+00
+91.200E+03,-29.34375E+00
+91.300E+03,-28.71875E+00
+91.400E+03,-28.13281E+00
+91.500E+03,-27.54688E+00
+91.600E+03,-27.03906E+00
+91.700E+03,-26.45313E+00
+91.800E+03,-25.90625E+00
+91.900E+03,-25.35938E+00
+92.000E+03,-24.77344E+00
+92.100E+03,-24.10938E+00
+92.200E+03,-23.28906E+00
+92.300E+03,-22.62500E+00
+92.400E+03,-22.07813E+00
+92.500E+03,-21.68750E+00
+92.600E+03,-22.00000E+00
+92.700E+03,-22.82031E+00
+92.800E+03,-23.56250E+00
+92.900E+03,-24.22656E+00
+93.000E+03,-24.77344E+00
+93.100E+03,-24.42188E+00
+93.200E+03,-23.28906E+00
+93.300E+03,-21.84375E+00
+93.400E+03,-20.12500E+00
+93.500E+03,-18.13281E+00
+93.600E+03,-15.98438E+00
+93.700E+03,-13.91406E+00
+93.800E+03,-11.84375E+00
+93.900E+03,-9.85156E+00
+94.000E+03,-7.93750E+00
+94.100E+03,-6.57031E+00
+94.200E+03,-5.43750E+00
+94.300E+03,-4.42188E+00
+94.400E+03,-3.52344E+00
+94.500E+03,-2.82031E+00
+94.600E+03,-2.03906E+00
+94.700E+03,-1.33594E+00
+94.800E+03,-671.88E-03
+94.900E+03,-46.88E-03
+95.000E+03,+539.06E-03
+95.100E+03,+1.12500E+00
+95.200E+03,+1.67188E+00
+95.300E+03,+2.17969E+00
+95.400E+03,+2.64844E+00
+95.500E+03,+3.07813E+00
+95.600E+03,+3.39063E+00
+95.700E+03,+3.66406E+00
+95.800E+03,+3.89844E+00
+95.900E+03,+4.01563E+00
+96.000E+03,+4.09375E+00
+96.100E+03,+4.09375E+00
+96.200E+03,+3.97656E+00
+96.300E+03,+3.85938E+00
+96.400E+03,+3.62500E+00
+96.500E+03,+3.31250E+00
+96.600E+03,+2.96094E+00
+96.700E+03,+2.57031E+00
+96.800E+03,+2.14063E+00
+96.900E+03,+1.67188E+00
+97.000E+03,+1.16406E+00
+97.100E+03,+695.31E-03
+97.200E+03,+148.44E-03
+97.300E+03,-437.50E-03
+97.400E+03,-1.02344E+00
+97.500E+03,-1.64844E+00
+97.600E+03,-2.31250E+00
+97.700E+03,-3.05469E+00
+97.800E+03,-3.79688E+00
+97.900E+03,-4.61719E+00
+98.000E+03,-5.67188E+00
+98.100E+03,-6.72656E+00
+98.200E+03,-7.82031E+00
+98.300E+03,-8.83594E+00
+98.400E+03,-9.89063E+00
+98.500E+03,-10.78906E+00
+98.600E+03,-11.57031E+00
+98.700E+03,-12.27344E+00
+98.800E+03,-12.89844E+00
+98.900E+03,-13.40625E+00
+99.000E+03,-13.67969E+00
+99.100E+03,-13.95313E+00
+99.200E+03,-14.18750E+00
+99.300E+03,-14.46094E+00
+99.400E+03,-14.77344E+00
+99.500E+03,-15.32031E+00
+99.600E+03,-15.90625E+00
+99.700E+03,-16.57031E+00
+99.800E+03,-17.23438E+00
+99.900E+03,
