x-axis,1,N_LBL
second,Volt,Volt
-25.00000E-06,+2.36132812500E+00,-13.04687471E-03
-24.95000E-06,+2.38183593750E+00,-14.29687468E-03
-24.90000E-06,+2.41210937500E+00,-16.09374964E-03
-24.85000E-06,+2.43750000000E+00,-15.46874965E-03
-24.80000E-06,+2.46875000000E+00,-16.71874963E-03
-24.75000E-06,+2.49023437500E+00,-17.81249960E-03
-24.70000E-06,+2.51855468750E+00,-18.28124959E-03
-24.65000E-06,+2.54492187500E+00,-18.51562459E-03
-24.60000E-06,+2.57714843750E+00,-18.90624958E-03
-24.55000E-06,+2.60156250000E+00,-20.23437455E-03
-24.50000E-06,+2.63183593750E+00,-19.92187455E-03
-24.45000E-06,+2.65136718750E+00,-20.07812455E-03
-24.40000E-06,+2.67578125000E+00,-21.48437452E-03
-24.35000E-06,+2.70703125000E+00,-21.24999953E-03
-24.30000E-06,+2.73242187500E+00,-21.87499951E-03
-24.25000E-06,+2.75781250000E+00,-22.10937451E-03
-24.20000E-06,+2.78222656250E+00,-22.65624949E-03
-24.15000E-06,+2.80761718750E+00,-22.73437449E-03
-24.10000E-06,+2.82910156250E+00,-22.89062449E-03
-24.05000E-06,+2.85839843750E+00,-24.14062446E-03
-24.00000E-06,+2.87988281250E+00,-25.23437444E-03
-23.95000E-06,+2.90332031250E+00,-26.01562442E-03
-23.90000E-06,+2.92773437500E+00,-24.99999944E-03
-23.85000E-06,+2.95410156250E+00,-24.06249946E-03
-23.80000E-06,+2.97851562500E+00,-25.15624944E-03
-23.75000E-06,+3.00000000000E+00,-24.99999944E-03
-23.70000E-06,+3.02343750000E+00,-25.62499943E-03
-23.65000E-06,+3.04785156250E+00,-27.26562439E-03
-23.60000E-06,+3.06542968750E+00,-26.95312440E-03
-23.55000E-06,+3.08789062500E+00,-26.32812441E-03
-23.50000E-06,+3.10546875000E+00,-26.48437441E-03
-23.45000E-06,+3.12792968750E+00,-26.71874940E-03
-23.40000E-06,+3.14941406250E+00,-26.56249941E-03
-23.35000E-06,+3.16601562500E+00,-26.48437441E-03
-23.30000E-06,+3.18066406250E+00,-27.34374939E-03
-23.25000E-06,+3.19628906250E+00,-26.79687440E-03
-23.20000E-06,+3.20898437500E+00,-27.03124940E-03
-23.15000E-06,+3.22949218750E+00,-27.26562439E-03
-23.10000E-06,+3.24414062500E+00,-26.56249941E-03
-23.05000E-06,+3.25292968750E+00,-26.17187442E-03
-23.00000E-06,+3.26855468750E+00,-26.24999941E-03
-22.95000E-06,+3.27832031250E+00,-26.09374942E-03
-22.90000E-06,+3.29394531250E+00,-26.24999941E-03
-22.85000E-06,+3.30273437500E+00,-26.32812441E-03
-22.80000E-06,+3.31250000000E+00,-25.93749942E-03
-22.75000E-06,+3.32421875000E+00,-25.54687443E-03
-22.70000E-06,+3.33203125000E+00,-26.01562442E-03
-22.65000E-06,+3.33593750000E+00,-24.21874946E-03
-22.60000E-06,+3.34570312500E+00,-25.23437444E-03
-22.55000E-06,+3.35253906250E+00,-23.67187447E-03
