x-axis,1,N_LBL
second,Volt,Volt
-100.0000E-03,+2.2839844E+00,+312.5E-06
-99.8000E-03,+2.2839844E+00,+1.3281E-03
-99.6000E-03,+2.2837891E+00,+2.1875E-03
-99.4000E-03,+2.2835937E+00,+2.8906E-03
-99.2000E-03,+2.2839844E+00,+3.8281E-03
-99.0000E-03,+2.2830078E+00,+4.7656E-03
-98.8000E-03,+2.2832031E+00,+5.7812E-03
-98.6000E-03,+2.2843750E+00,+6.5625E-03
-98.4000E-03,+2.2849609E+00,+7.5781E-03
-98.2000E-03,+2.2871094E+00,+8.3594E-03
-98.0000E-03,+2.2896484E+00,+9.4531E-03
-97.8000E-03,+2.2916016E+00,+10.2344E-03
-97.6000E-03,+2.2953125E+00,+10.9375E-03
-97.4000E-03,+2.2984375E+00,+11.7187E-03
-97.2000E-03,+2.3015625E+00,+12.6562E-03
-97.0000E-03,+2.3041016E+00,+13.2812E-03
-96.8000E-03,+2.3074219E+00,+13.9062E-03
-96.6000E-03,+2.3113281E+00,+14.6875E-03
-96.4000E-03,+2.3152344E+00,+15.4687E-03
-96.2000E-03,+2.3205078E+00,+16.1719E-03
-96.0000E-03,+2.3246094E+00,+16.7969E-03
-95.8000E-03,+2.3294922E+00,+17.4219E-03
-95.6000E-03,+2.3355469E+00,+17.8906E-03
-95.4000E-03,+2.3408203E+00,+18.3594E-03
-95.2000E-03,+2.3468750E+00,+18.8281E-03
-95.0000E-03,+2.3529297E+00,+19.3750E-03
-94.8000E-03,+2.3589844E+00,+19.7656E-03
-94.6000E-03,+2.3654297E+00,+20.1562E-03
-94.4000E-03,+2.3722656E+00,+20.3906E-03
-94.2000E-03,+2.3791016E+00,+20.9375E-03
-94.0000E-03,+2.3855469E+00,+21.3281E-03
-93.8000E-03,+2.3931641E+00,+21.7969E-03
-93.6000E-03,+2.4007812E+00,+22.0312E-03
-93.4000E-03,+2.4089844E+00,+22.1875E-03
-93.2000E-03,+2.4169922E+00,+22.4219E-03
-93.0000E-03,+2.4248047E+00,+22.5781E-03
-92.8000E-03,+2.4324219E+00,+22.7344E-03
-92.6000E-03,+2.4392578E+00,+22.7344E-03
-92.4000E-03,+2.4476562E+00,+22.8906E-03
-92.2000E-03,+2.4554687E+00,+22.8906E-03
-92.0000E-03,+2.4634766E+00,+22.8125E-03
-91.8000E-03,+2.4716797E+00,+22.7344E-03
-91.6000E-03,+2.4814453E+00,+22.5781E-03
-91.4000E-03,+2.4896484E+00,+22.5000E-03
