x-axis,1,N_LBL
second,Volt,Volt
-50.0000E-06,+2.5507812500E+00,-7.6562498E-03
-49.9000E-06,+2.5664062500E+00,-8.2812498E-03
-49.8000E-06,+2.5839843750E+00,-8.4374998E-03
-49.7000E-06,+2.6044921875E+00,-8.6718748E-03
-49.6000E-06,+2.6191406250E+00,-10.0781248E-03
-49.5000E-06,+2.6425781250E+00,-9.9999998E-03
-49.4000E-06,+2.6591796875E+00,-9.8437498E-03
-49.3000E-06,+2.6777343750E+00,-11.1718748E-03
-49.2000E-06,+2.6943359375E+00,-11.5624997E-03
-49.1000E-06,+2.7158203125E+00,-11.2499997E-03
-49.0000E-06,+2.7275390625E+00,-11.5624997E-03
-48.9000E-06,+2.7480468750E+00,-11.8749997E-03
-48.8000E-06,+2.7656250000E+00,-12.8906247E-03
-48.7000E-06,+2.7812500000E+00,-14.0624997E-03
-48.6000E-06,+2.7958984375E+00,-13.5156247E-03
-48.5000E-06,+2.8164062500E+00,-14.0624997E-03
-48.4000E-06,+2.8349609375E+00,-13.7499997E-03
-48.3000E-06,+2.8496093750E+00,-14.4531247E-03
-48.2000E-06,+2.8671875000E+00,-15.5468747E-03
-48.1000E-06,+2.8828125000E+00,-15.2343747E-03
-48.0000E-06,+2.8984375000E+00,-16.2499996E-03
-47.9000E-06,+2.9160156250E+00,-15.5468747E-03
-47.8000E-06,+2.9316406250E+00,-17.4999996E-03
-47.7000E-06,+2.9462890625E+00,-18.0468746E-03
-47.6000E-06,+2.9648437500E+00,-17.8906246E-03
-47.5000E-06,+2.9814453125E+00,-17.7343746E-03
-47.4000E-06,+3.0000000000E+00,-17.6562496E-03
-47.3000E-06,+3.0107421875E+00,-18.8281246E-03
-47.2000E-06,+3.0263671875E+00,-18.5937496E-03
-47.1000E-06,+3.0429687500E+00,-19.5312496E-03
-47.0000E-06,+3.0585937500E+00,-19.8437496E-03
-46.9000E-06,+3.0722656250E+00,-20.1562495E-03
-46.8000E-06,+3.0908203125E+00,-20.7812495E-03
-46.7000E-06,+3.1015625000E+00,-20.7031245E-03
-46.6000E-06,+3.1191406250E+00,-21.4843745E-03
-46.5000E-06,+3.1289062500E+00,-22.1874995E-03
-46.4000E-06,+3.1455078125E+00,-22.4999995E-03
