x-axis,1,N_LBL
second,Volt,Volt
-2.545000E-03,-685.937524E-03,+2.641015530E+00
-2.540000E-03,-670.312524E-03,+2.596093655E+00
-2.535000E-03,-656.640649E-03,+2.549218655E+00
-2.530000E-03,-641.015649E-03,+2.504296780E+00
-2.525000E-03,-625.390649E-03,+2.457421780E+00
-2.520000E-03,-612.695336E-03,+2.411523342E+00
-2.515000E-03,-598.046899E-03,+2.366601467E+00
-2.510000E-03,-581.445336E-03,+2.321679592E+00
-2.505000E-03,-566.796899E-03,+2.273828030E+00
-2.500000E-03,-552.148461E-03,+2.227929592E+00
-2.495000E-03,-535.546899E-03,+2.181054592E+00
-2.490000E-03,-517.968774E-03,+2.134179592E+00
-2.485000E-03,-504.296899E-03,+2.088281155E+00
-2.480000E-03,-487.695336E-03,+2.046288967E+00
-2.475000E-03,-471.093774E-03,+1.999413967E+00
-2.470000E-03,-458.398461E-03,+1.952538967E+00
-2.465000E-03,-443.750024E-03,+1.904687405E+00
-2.460000E-03,-427.148461E-03,+1.859765530E+00
-2.455000E-03,-412.500024E-03,+1.812890530E+00
-2.450000E-03,-397.851586E-03,+1.767968655E+00
-2.445000E-03,-382.226586E-03,+1.724999905E+00
-2.440000E-03,-368.554711E-03,+1.680078030E+00
-2.435000E-03,-356.835961E-03,+1.634179592E+00
-2.430000E-03,-342.187524E-03,+1.592187405E+00
-2.425000E-03,-328.515649E-03,+1.548242092E+00
-2.420000E-03,-317.773461E-03,+1.504296780E+00
-2.415000E-03,-305.078149E-03,+1.463281155E+00
-2.410000E-03,-291.406274E-03,+1.422265530E+00
-2.405000E-03,-280.664086E-03,+1.381249905E+00
-2.400000E-03,-268.945336E-03,+1.340234280E+00
-2.395000E-03,-254.296899E-03,+1.304101467E+00
-2.390000E-03,-244.531274E-03,+1.266015530E+00
-2.385000E-03,-234.765649E-03,+1.228906155E+00
-2.380000E-03,-224.023461E-03,+1.194726467E+00
-2.375000E-03,-212.304711E-03,+1.159570217E+00
-2.370000E-03,-204.492211E-03,+1.124413967E+00
-2.365000E-03,-193.750024E-03,+1.093163967E+00
-2.360000E-03,-183.007836E-03,+1.060937405E+00
-2.355000E-03,-176.171899E-03,+1.027734280E+00
-2.350000E-03,-167.382836E-03,+999.413967E-03
-2.345000E-03,-157.617211E-03,+970.117092E-03
-2.340000E-03,-151.757836E-03,+941.796780E-03
-2.335000E-03,-145.898461E-03,+914.453030E-03
-2.330000E-03,-138.085961E-03,+891.992092E-03
-2.325000E-03,-132.226586E-03,+867.578030E-03
-2.320000E-03,-128.320336E-03,+843.163967E-03
-2.315000E-03,-122.460961E-03,+823.632717E-03
-2.310000E-03,-116.601586E-03,+805.078030E-03
-2.305000E-03,-114.648461E-03,+786.523342E-03
-2.300000E-03,-110.742211E-03,+769.921780E-03
-2.295000E-03,-104.882836E-03,+755.273342E-03
-2.290000E-03,-103.906274E-03,+738.671780E-03
-2.285000E-03,-102.929711E-03,+725.976467E-03
-2.280000E-03,-100.000024E-03,+714.257717E-03
-2.275000E-03,-98.046899E-03,+704.492092E-03
-2.270000E-03,-100.000024E-03,+694.726467E-03
-2.265000E-03,-98.046899E-03,+688.867092E-03
-2.260000E-03,-97.070336E-03,+683.984280E-03
-2.255000E-03,-100.976586E-03,+678.124905E-03
-2.250000E-03,-101.953149E-03,+674.218655E-03
-2.245000E-03,-101.953149E-03,+675.195217E-03
-2.240000E-03,-105.859399E-03,+673.242092E-03
-2.235000E-03,-109.765649E-03,+674.218655E-03
-2.230000E-03,-109.765649E-03,+678.124905E-03
-2.225000E-03,-114.648461E-03,+682.031155E-03
-2.220000E-03,-121.484399E-03,+685.937405E-03
-2.215000E-03,-124.414086E-03,+693.749905E-03
-2.210000E-03,-129.296899E-03,+702.538967E-03
-2.205000E-03,-138.085961E-03,+710.351467E-03
-2.200000E-03,-142.968774E-03,+722.070217E-03
-2.195000E-03,-148.828149E-03,+736.718655E-03
-2.190000E-03,-157.617211E-03,+749.413967E-03
-2.185000E-03,-166.406274E-03,+764.062405E-03
-2.180000E-03,-172.265649E-03,+783.593655E-03
-2.175000E-03,-182.031274E-03,+799.218655E-03
-2.170000E-03,-192.773461E-03,+817.773342E-03
-2.165000E-03,-200.585961E-03,+839.257717E-03
-2.160000E-03,-209.375024E-03,+860.742092E-03
-2.155000E-03,-221.093774E-03,+883.203030E-03
-2.150000E-03,-230.859399E-03,+907.617092E-03
-2.145000E-03,-239.648461E-03,+934.960842E-03
-2.140000E-03,-252.343774E-03,+961.328030E-03
-2.135000E-03,-264.062524E-03,+991.601467E-03
-2.130000E-03,-274.804711E-03,+1.022851467E+00
-2.125000E-03,-287.500024E-03,+1.052148342E+00
-2.120000E-03,-301.171899E-03,+1.083398342E+00
-2.115000E-03,-312.890649E-03,+1.116601467E+00
-2.110000E-03,-324.609399E-03,+1.151757717E+00
-2.105000E-03,-340.234399E-03,+1.184960842E+00
-2.100000E-03,-350.976586E-03,+1.219140530E+00
-2.095000E-03,-363.671899E-03,+1.257226467E+00
-2.090000E-03,-379.296899E-03,+1.293359280E+00
-2.085000E-03,-392.968774E-03,+1.330468655E+00
-2.080000E-03,-405.664086E-03,+1.370507717E+00
-2.075000E-03,-423.242211E-03,+1.411523342E+00
-2.070000E-03,-440.820336E-03,+1.450585842E+00
-2.065000E-03,-452.539086E-03,+1.494531155E+00
-2.060000E-03,-467.187524E-03,+1.536523342E+00
-2.055000E-03,-484.765649E-03,+1.578515530E+00
-2.050000E-03,-498.437524E-03,+1.623437405E+00
-2.045000E-03,-513.085961E-03,+1.668359280E+00
-2.040000E-03,-531.640649E-03,+1.711328030E+00
