x-axis,1,N_LBL
second,Volt,Volt
-25.00000E-06,+3.14249992464E+00,-191.40625000E-03
-24.95000E-06,+3.15929679989E+00,-251.95312500E-03
-24.90000E-06,+3.17453117511E+00,-320.31250000E-03
-24.85000E-06,+3.19132805036E+00,-386.71875000E-03
-24.80000E-06,+3.20578117558E+00,-447.26562500E-03
-24.75000E-06,+3.22101555081E+00,-507.81250000E-03
-24.70000E-06,+3.23703117605E+00,-572.26562500E-03
-24.65000E-06,+3.25343742629E+00,-632.81250000E-03
-24.60000E-06,+3.26671867649E+00,-695.31250000E-03
-24.55000E-06,+3.28507805176E+00,-757.81250000E-03
-24.50000E-06,+3.29953117698E+00,-814.45312500E-03
-24.45000E-06,+3.31437492720E+00,-875.00000000E-03
-24.40000E-06,+3.32843742741E+00,-931.64062500E-03
-24.35000E-06,+3.34249992762E+00,-998.04687500E-03
-24.30000E-06,+3.35617180282E+00,-1.05273437500E+00
-24.25000E-06,+3.36945305302E+00,-1.10546875000E+00
-24.20000E-06,+3.38195305321E+00,-1.15820312500E+00
-24.15000E-06,+3.39640617842E+00,-1.21875000000E+00
-24.10000E-06,+3.40890617861E+00,-1.26757812500E+00
-24.05000E-06,+3.42062492878E+00,-1.32421875000E+00
-24.00000E-06,+3.43429680399E+00,-1.36914062500E+00
-23.95000E-06,+3.44562492915E+00,-1.42578125000E+00
-23.90000E-06,+3.45656242932E+00,-1.46679687500E+00
-23.85000E-06,+3.46749992948E+00,-1.50781250000E+00
-23.80000E-06,+3.47960930466E+00,-1.54882812500E+00
-23.75000E-06,+3.49015617982E+00,-1.60546875000E+00
-23.70000E-06,+3.49953117996E+00,-1.64062500000E+00
-23.65000E-06,+3.50968743011E+00,-1.67578125000E+00
-23.60000E-06,+3.51828118024E+00,-1.71679687500E+00
-23.55000E-06,+3.52687493037E+00,-1.74804687500E+00
-23.50000E-06,+3.53624993050E+00,-1.77929687500E+00
-23.45000E-06,+3.54484368063E+00,-1.81640625000E+00
-23.40000E-06,+3.55148430573E+00,-1.84765625000E+00
-23.35000E-06,+3.55812493083E+00,-1.87500000000E+00
-23.30000E-06,+3.56437493092E+00,-1.90429687500E+00
-23.25000E-06,+3.57179680603E+00,-1.92773437500E+00
-23.20000E-06,+3.57687493111E+00,-1.94921875000E+00
-23.15000E-06,+3.58234368119E+00,-1.97070312500E+00
-23.10000E-06,+3.58546868124E+00,-1.98437500000E+00
-23.05000E-06,+3.59093743132E+00,-2.00781250000E+00
-23.00000E-06,+3.59484368138E+00,-2.02343750000E+00
-22.95000E-06,+3.59640618140E+00,-2.03320312500E+00
-22.90000E-06,+3.59874993144E+00,-2.03906250000E+00
-22.85000E-06,+3.60148430648E+00,-2.05078125000E+00
-22.80000E-06,+3.60265618149E+00,-2.06250000000E+00
-22.75000E-06,+3.60421868152E+00,-2.06445312500E+00
-22.70000E-06,+3.60539055653E+00,-2.06835937500E+00
-22.65000E-06,+3.60421868152E+00,-2.07812500000E+00
-22.60000E-06,+3.60539055653E+00,-2.07226562500E+00
-22.55000E-06,+3.60343743151E+00,-2.06835937500E+00
-22.50000E-06,+3.60226555649E+00,-2.06640625000E+00
-22.45000E-06,+3.59914055644E+00,-2.05859375000E+00
-22.40000E-06,+3.59601555640E+00,-2.04492187500E+00
-22.35000E-06,+3.59445305637E+00,-2.02929687500E+00
-22.30000E-06,+3.59015618131E+00,-2.01953125000E+00
-22.25000E-06,+3.58703118126E+00,-2.00781250000E+00
-22.20000E-06,+3.58273430620E+00,-1.99023437500E+00
-22.15000E-06,+3.57921868114E+00,-1.96679687500E+00
-22.10000E-06,+3.57140618103E+00,-1.95312500000E+00
-22.05000E-06,+3.56593743095E+00,-1.92187500000E+00
-22.00000E-06,+3.56046868087E+00,-1.89843750000E+00
-21.95000E-06,+3.55421868077E+00,-1.87500000000E+00
