x-axis,1,2
second,Volt,Volt
-2.000000E-03,+2.493483040E+00,+1.019111181E+00
-1.998000E-03,+2.499352388E+00,+1.027332289E+00
-1.996000E-03,+2.505563447E+00,+1.032699125E+00
-1.994000E-03,+2.510628783E+00,+1.039754406E+00
-1.992000E-03,+2.516638828E+00,+1.045784557E+00
-1.990000E-03,+2.521824756E+00,+1.052076016E+00
-1.988000E-03,+2.528196617E+00,+1.057844858E+00
-1.986000E-03,+2.533563453E+00,+1.063593614E+00
-1.984000E-03,+2.538648894E+00,+1.068859924E+00
-1.982000E-03,+2.545302149E+00,+1.074789607E+00
-1.980000E-03,+2.550367485E+00,+1.081724276E+00
-1.978000E-03,+2.556156432E+00,+1.086809698E+00
-1.976000E-03,+2.562447891E+00,+1.094065972E+00
-1.974000E-03,+2.568236838E+00,+1.099392617E+00
-1.972000E-03,+2.574025785E+00,+1.105925261E+00
-1.970000E-03,+2.579714207E+00,+1.112176529E+00
-1.968000E-03,+2.585824797E+00,+1.118045878E+00
-1.966000E-03,+2.590749397E+00,+1.123774509E+00
-1.964000E-03,+2.596739376E+00,+1.129523323E+00
-1.962000E-03,+2.602950434E+00,+1.134648897E+00
-1.960000E-03,+2.608156468E+00,+1.140819784E+00
-1.958000E-03,+2.614226790E+00,+1.146206705E+00
-1.956000E-03,+2.620337361E+00,+1.153483123E+00
-1.954000E-03,+2.626126308E+00,+1.158628803E+00
-1.952000E-03,+2.630990651E+00,+1.165000663E+00
-1.950000E-03,+2.637201670E+00,+1.170869973E+00
-1.948000E-03,+2.643071019E+00,+1.175734335E+00
-1.946000E-03,+2.649121313E+00,+1.181282117E+00
-1.944000E-03,+2.654307202E+00,+1.187231847E+00
-1.942000E-03,+2.660216819E+00,+1.193020794E+00
-1.940000E-03,+2.665543386E+00,+1.198608689E+00
-1.938000E-03,+2.670910222E+00,+1.204578563E+00
-1.936000E-03,+2.676659017E+00,+1.209442886E+00
-1.934000E-03,+2.681784571E+00,+1.214890200E+00
-1.932000E-03,+2.687071083E+00,+1.220457991E+00
-1.930000E-03,+2.692880077E+00,+1.226045906E+00
-1.928000E-03,+2.699513189E+00,+1.232417767E+00
-1.926000E-03,+2.704659003E+00,+1.237744373E+00
-1.924000E-03,+2.709442925E+00,+1.243071095E+00
-1.922000E-03,+2.714347420E+00,+1.247513249E+00
-1.920000E-03,+2.719211743E+00,+1.251573521E+00
-1.918000E-03,+2.724518340E+00,+1.257463032E+00
-1.916000E-03,+2.730086150E+00,+1.263332284E+00
-1.914000E-03,+2.735312250E+00,+1.267915231E+00
