x-axis,1,N_LBL
second,Volt,Volt
-50.000E-03,-6.367E-03,+22.921796E+00
-49.900E-03,-6.758E-03,+22.915937E+00
-49.800E-03,-6.367E-03,+22.910859E+00
-49.700E-03,-6.172E-03,+22.905390E+00
-49.600E-03,-5.781E-03,+22.899921E+00
-49.500E-03,-5.781E-03,+22.894452E+00
-49.400E-03,-6.367E-03,+22.888593E+00
-49.300E-03,-5.977E-03,+22.883124E+00
-49.200E-03,-5.586E-03,+22.878046E+00
-49.100E-03,-5.586E-03,+22.872577E+00
-49.000E-03,-5.977E-03,+22.867109E+00
-48.900E-03,-6.172E-03,+22.862030E+00
-48.800E-03,-6.367E-03,+22.856562E+00
-48.700E-03,-6.563E-03,+22.851093E+00
-48.600E-03,-6.172E-03,+22.845234E+00
-48.500E-03,-6.172E-03,+22.839765E+00
-48.400E-03,-6.172E-03,+22.834296E+00
-48.300E-03,-5.586E-03,+22.828827E+00
-48.200E-03,-6.563E-03,+22.823749E+00
-48.100E-03,-6.172E-03,+22.819062E+00
-48.000E-03,-5.586E-03,+22.813202E+00
-47.900E-03,-5.781E-03,+22.807734E+00
-47.800E-03,-6.172E-03,+22.802265E+00
-47.700E-03,-6.172E-03,+22.796405E+00
-47.600E-03,-5.977E-03,+22.790937E+00
-47.500E-03,-5.781E-03,+22.785077E+00
-47.400E-03,-5.977E-03,+22.779999E+00
-47.300E-03,-5.586E-03,+22.774530E+00
-47.200E-03,-5.781E-03,+22.769062E+00
-47.100E-03,-6.367E-03,+22.762030E+00
-47.000E-03,-5.977E-03,+22.756562E+00
-46.900E-03,-6.172E-03,+22.751484E+00
-46.800E-03,-5.977E-03,+22.746015E+00
-46.700E-03,-5.391E-03,+22.740155E+00
-46.600E-03,-5.000E-03,+22.735468E+00
-46.500E-03,-5.586E-03,+22.729999E+00
-46.400E-03,-5.977E-03,+22.724140E+00
-46.300E-03,-6.172E-03,+22.719062E+00
-46.200E-03,-5.977E-03,+22.713202E+00
-46.100E-03,-6.172E-03,+22.708515E+00
-46.000E-03,-6.172E-03,+22.702655E+00
-45.900E-03,-6.367E-03,+22.697968E+00
-45.800E-03,-6.563E-03,+22.692890E+00
-45.700E-03,-6.367E-03,+22.688202E+00
-45.600E-03,-5.781E-03,+22.682343E+00
-45.500E-03,-6.367E-03,+22.676874E+00
-45.400E-03,-5.781E-03,+22.671796E+00
-45.300E-03,-5.781E-03,+22.665937E+00
-45.200E-03,-5.781E-03,+22.660468E+00
-45.100E-03,-5.781E-03,+22.654609E+00
-45.000E-03,-5.781E-03,+22.649140E+00
-44.900E-03,-5.586E-03,+22.644452E+00
-44.800E-03,-5.781E-03,+22.639374E+00
-44.700E-03,-5.977E-03,+22.634296E+00
-44.600E-03,-5.781E-03,+22.629218E+00
-44.500E-03,-5.977E-03,+22.624140E+00
-44.400E-03,-5.781E-03,+22.618280E+00
-44.300E-03,-3.242E-03,+22.613202E+00
