x-axis,1,N_LBL
second,Volt,Volt
-50.000E-03,+34.467E-03,+22.689649E+00
-49.900E-03,+54.389E-03,+22.698243E+00
-49.800E-03,+76.264E-03,+22.712891E+00
-49.700E-03,+99.604E-03,+22.733204E+00
-49.600E-03,+121.381E-03,+22.759180E+00
-49.500E-03,+137.885E-03,+22.788868E+00
-49.400E-03,+148.823E-03,+22.820509E+00
-49.300E-03,+155.561E-03,+22.852149E+00
-49.200E-03,+157.416E-03,+22.884180E+00
-49.100E-03,+156.830E-03,+22.916016E+00
-49.000E-03,+153.413E-03,+22.947266E+00
-48.900E-03,+147.065E-03,+22.976759E+00
-48.800E-03,+137.006E-03,+23.002345E+00
-48.700E-03,+121.381E-03,+23.024415E+00
-48.600E-03,+102.534E-03,+23.040821E+00
-48.500E-03,+76.655E-03,+23.050587E+00
-48.400E-03,+41.010E-03,+23.051759E+00
-48.300E-03,+7.319E-03,+23.043165E+00
-48.200E-03,+2.045E-03,+23.035352E+00
-48.100E-03,+2.338E-03,+23.029102E+00
-48.000E-03,+2.534E-03,+23.023048E+00
-47.900E-03,+2.045E-03,+23.016993E+00
-47.800E-03,+1.752E-03,+23.010157E+00
-47.700E-03,+1.362E-03,+23.004688E+00
-47.600E-03,+1.557E-03,+22.999024E+00
-47.500E-03,+1.459E-03,+22.993360E+00
-47.400E-03,+2.436E-03,+22.987305E+00
-47.300E-03,+2.241E-03,+22.981055E+00
-47.200E-03,+1.752E-03,+22.975196E+00
-47.100E-03,+1.557E-03,+22.970118E+00
-47.000E-03,+1.362E-03,+22.963868E+00
-46.900E-03,+1.557E-03,+22.958009E+00
-46.800E-03,+1.850E-03,+22.952149E+00
-46.700E-03,+1.655E-03,+22.947071E+00
-46.600E-03,+1.850E-03,+22.940821E+00
-46.500E-03,+1.459E-03,+22.934766E+00
-46.400E-03,+1.850E-03,+22.928712E+00
-46.300E-03,+1.362E-03,+22.922657E+00
-46.200E-03,+1.752E-03,+22.917384E+00
-46.100E-03,+1.557E-03,+22.911720E+00
-46.000E-03,+1.557E-03,+22.905860E+00
-45.900E-03,+2.143E-03,+22.900196E+00
-45.800E-03,+1.459E-03,+22.894532E+00
-45.700E-03,+1.459E-03,+22.888477E+00
-45.600E-03,+1.850E-03,+22.883009E+00
-45.500E-03,+1.752E-03,+22.878321E+00
-45.400E-03,+1.362E-03,+22.872852E+00
-45.300E-03,+1.557E-03,+22.867579E+00
-45.200E-03,+1.752E-03,+22.861915E+00
-45.100E-03,+1.850E-03,+22.856251E+00
-45.000E-03,+1.557E-03,+22.850977E+00
-44.900E-03,+1.557E-03,+22.845899E+00
-44.800E-03,+1.459E-03,+22.841212E+00
-44.700E-03,+1.069E-03,+22.834962E+00
-44.600E-03,+1.362E-03,+22.829493E+00
-44.500E-03,+1.557E-03,+22.824415E+00
-44.400E-03,+1.459E-03,+22.818360E+00
-44.300E-03,+1.655E-03,+22.813477E+00
-44.200E-03,+1.752E-03,+22.807227E+00
-44.100E-03,+1.459E-03,+22.801368E+00
-44.000E-03,+1.850E-03,+22.795899E+00
-43.900E-03,+2.045E-03,+22.790821E+00
-43.800E-03,+2.045E-03,+22.786134E+00
-43.700E-03,+2.045E-03,+22.780274E+00
-43.600E-03,+1.948E-03,+22.774610E+00
-43.500E-03,+2.143E-03,+22.769923E+00
-43.400E-03,+2.143E-03,+22.764063E+00
-43.300E-03,+2.045E-03,+22.758399E+00
-43.200E-03,+1.655E-03,+22.752930E+00
-43.100E-03,+1.166E-03,+22.747266E+00
-43.000E-03,+1.752E-03,+22.741602E+00
-42.900E-03,+1.655E-03,+22.736134E+00
-42.800E-03,+1.264E-03,+22.730274E+00
-42.700E-03,+1.459E-03,+22.725001E+00
-42.600E-03,+1.557E-03,+22.720313E+00
-42.500E-03,+1.655E-03,+22.714649E+00
-42.400E-03,+1.655E-03,+22.709571E+00
-42.300E-03,+1.850E-03,+22.704298E+00
-42.200E-03,+1.655E-03,+22.698829E+00
-42.100E-03,+2.143E-03,+22.693555E+00
-42.000E-03,+3.901E-03,+22.688282E+00
-41.900E-03,+8.491E-03,+22.685157E+00
-41.800E-03,+18.549E-03,+22.684376E+00
-41.700E-03,+32.612E-03,+22.687696E+00
-41.600E-03,+50.580E-03,+22.694727E+00
-41.500E-03,+71.088E-03,+22.707618E+00
-41.400E-03,+93.354E-03,+22.726368E+00
-41.300E-03,+115.815E-03,+22.750196E+00
-41.200E-03,+134.955E-03,+22.778712E+00
-41.100E-03,+147.260E-03,+22.809376E+00
-41.000E-03,+156.147E-03,+22.842384E+00
-40.900E-03,+160.737E-03,+22.875977E+00
-40.800E-03,+161.518E-03,+22.909180E+00
-40.700E-03,+158.686E-03,+22.941602E+00
-40.600E-03,+153.022E-03,+22.971680E+00
-40.500E-03,+143.256E-03,+22.999415E+00
-40.400E-03,+128.803E-03,+23.023048E+00
-40.300E-03,+108.784E-03,+23.041407E+00
-40.200E-03,+84.467E-03,+23.053321E+00
-40.100E-03,+51.850E-03,+23.056446E+00
-40.000E-03,+13.569E-03,+23.050196E+00
-39.900E-03,+1.948E-03,+23.042188E+00
-39.800E-03,+1.557E-03,+23.034962E+00
-39.700E-03,+1.655E-03,+23.028907E+00
-39.600E-03,+1.655E-03,+23.022657E+00
-39.500E-03,+1.850E-03,+23.016212E+00
-39.400E-03,+1.850E-03,+23.009766E+00
-39.300E-03,+2.143E-03,+23.004102E+00
-39.200E-03,+1.850E-03,+22.998829E+00
-39.100E-03,+1.655E-03,+22.992970E+00
-39.000E-03,+2.143E-03,+22.987110E+00
-38.900E-03,+1.557E-03,+22.981641E+00
-38.800E-03,+971E-06,+22.975977E+00
-38.700E-03,+1.459E-03,+22.970118E+00
-38.600E-03,+1.850E-03,+22.964454E+00
-38.500E-03,+1.166E-03,+22.958399E+00
-38.400E-03,+1.459E-03,+22.952540E+00
-38.300E-03,+1.655E-03,+22.946680E+00
-38.200E-03,+1.850E-03,+22.940821E+00
-38.100E-03,+1.557E-03,+22.934766E+00
-38.000E-03,+1.557E-03,+22.928712E+00
-37.900E-03,+1.557E-03,+22.923243E+00
-37.800E-03,+1.362E-03,+22.917384E+00
-37.700E-03,+1.069E-03,+22.911915E+00
-37.600E-03,+1.459E-03,+22.906055E+00
-37.500E-03,+1.362E-03,+22.900196E+00
-37.400E-03,+1.850E-03,+22.894532E+00
-37.300E-03,+1.752E-03,+22.889063E+00
-37.200E-03,+1.655E-03,+22.883204E+00
-37.100E-03,+1.362E-03,+22.878321E+00
-37.000E-03,+1.752E-03,+22.872071E+00
-36.900E-03,+1.069E-03,+22.866798E+00
-36.800E-03,+1.166E-03,+22.861329E+00
-36.700E-03,+1.655E-03,+22.855860E+00
