x-axis,1,N_LBL
second,Volt,Volt
-2.500000E-03,+2.169921875E+00,+1.718750E-03
-2.495000E-03,+2.083984375E+00,+1.171875E-03
-2.490000E-03,+2.003906250E+00,+2.578125E-03
-2.485000E-03,+1.925781250E+00,+4.609375E-03
-2.480000E-03,+1.843750000E+00,+4.375000E-03
-2.475000E-03,+1.763671875E+00,+5.000000E-03
-2.470000E-03,+1.687500000E+00,+6.953125E-03
-2.465000E-03,+1.609375000E+00,+6.953125E-03
-2.460000E-03,+1.531250000E+00,+6.718750E-03
-2.455000E-03,+1.455078125E+00,+8.828125E-03
-2.450000E-03,+1.376953125E+00,+9.765625E-03
-2.445000E-03,+1.300781250E+00,+9.062500E-03
-2.440000E-03,+1.228515625E+00,+10.625000E-03
-2.435000E-03,+1.158203125E+00,+12.343750E-03
-2.430000E-03,+1.085937500E+00,+11.953125E-03
-2.425000E-03,+1.015625000E+00,+12.421875E-03
-2.420000E-03,+951.171875E-03,+14.687500E-03
-2.415000E-03,+884.765625E-03,+14.375000E-03
-2.410000E-03,+820.312500E-03,+14.296875E-03
-2.405000E-03,+759.765625E-03,+16.328125E-03
-2.400000E-03,+699.218750E-03,+17.187500E-03
-2.395000E-03,+636.718750E-03,+16.093750E-03
-2.390000E-03,+580.078125E-03,+17.343750E-03
-2.385000E-03,+525.390625E-03,+18.671875E-03
-2.380000E-03,+470.703125E-03,+17.734375E-03
-2.375000E-03,+417.968750E-03,+18.125000E-03
-2.370000E-03,+371.093750E-03,+20.234375E-03
-2.365000E-03,+322.265625E-03,+19.531250E-03
-2.360000E-03,+271.484375E-03,+19.296875E-03
-2.355000E-03,+228.515625E-03,+21.484375E-03
-2.350000E-03,+187.500000E-03,+21.796875E-03
-2.345000E-03,+148.437500E-03,+20.859375E-03
-2.340000E-03,+113.281250E-03,+22.578124E-03
-2.335000E-03,+87.890625E-03,+23.593749E-03
-2.330000E-03,+62.500000E-03,+22.499999E-03
-2.325000E-03,+44.921875E-03,+22.968749E-03
-2.320000E-03,+35.156250E-03,+24.609374E-03
-2.315000E-03,+27.343750E-03,+24.062499E-03
-2.310000E-03,+23.437500E-03,+23.671874E-03
-2.305000E-03,+25.390625E-03,+25.234374E-03
-2.300000E-03,+23.437500E-03,+25.234374E-03
-2.295000E-03,+19.531250E-03,+24.140624E-03
-2.290000E-03,+21.484375E-03,+25.312499E-03
-2.285000E-03,+21.484375E-03,+25.937499E-03
-2.280000E-03,+19.531250E-03,+24.609374E-03
